id,batch_id,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,speed,latitude,longitude,accuracy,timestamp,log_interval,anomaly
8850,102,-1.98,-2.54,7.51,-0.21,-0.03,0.17,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2796,pothole_mild
8851,102,1.37,-1.81,8.81,-0.16,-0.45,0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2800,pothole_mild
8852,102,3.29,-0.73,9.83,-0.19,-0.05,-0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2804,pothole_mild
8853,102,3.27,0.64,10.43,-0.17,-0.15,-0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2809,pothole_mild
8854,102,1.72,2.06,12.57,-0.31,0.01,-0.04,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2813,pothole_mild
8855,102,-1.98,0.26,14.04,-0.31,-0.41,-0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2817,pothole_mild
8856,102,-0.16,0.61,12.06,-0.25,0.1,-0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2821,pothole_mild
8857,102,-0.38,0.85,9.12,-0.01,-0.53,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2825,pothole_mild
8858,102,0.2,1.04,6.51,-0.12,0.17,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2830,pothole_mild
8859,102,-4.52,2.19,11.42,-0.16,0.27,0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2834,pothole_mild
8860,102,-1.59,0.39,10.81,-0.31,-0.04,-0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2838,pothole_mild
8861,102,-1.08,-1.88,10.6,-0.31,-0.31,-0.04,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2843,pothole_mild
8862,102,1.51,-2.73,8.41,-0.14,-0.15,0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2847,pothole_mild
8863,102,1.31,-2.6,7.65,-0.07,-0.29,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2852,pothole_mild
8864,102,2.04,-2.21,6.42,-0.06,0.09,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2856,pothole_mild
8865,102,1.46,0.05,8.72,-0.07,-0.24,0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2860,pothole_mild
8866,102,1.96,-0.33,8.44,-0.23,-0.09,-0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2865,pothole_mild
8867,102,1.12,-0.94,10.67,-0.29,0.06,-0.04,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2869,pothole_mild
8868,102,1.93,-1.85,10.32,-0.2,-0.03,0.0,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2873,pothole_mild
8869,102,-1.17,-1.28,12.59,-0.13,0.03,0.04,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2878,pothole_mild
8870,102,-1.73,-0.17,12.59,-0.12,0.03,0.04,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2882,pothole_mild
8871,102,0.11,0.1,9.4,-0.16,-0.27,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2887,pothole_mild
8872,102,0.37,-0.12,8.96,-0.14,-0.04,0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2891,pothole_mild
8873,102,1.98,-0.36,6.84,-0.04,-0.14,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2895,pothole_mild
8874,102,0.92,-1.24,6.56,-0.04,0.11,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2899,pothole_mild
8875,102,-0.57,-1.61,8.45,-0.07,0.16,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2903,pothole_mild
8876,102,-1.74,-1.14,9.95,-0.13,0.01,0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2908,pothole_mild
8877,102,-1.56,-1.74,9.38,-0.16,-0.11,0.0,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2912,pothole_mild
8878,102,-0.02,-2.05,8.08,-0.1,-0.14,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2916,pothole_mild
8879,102,0.7,-1.51,7.78,-0.09,0.05,0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2920,pothole_mild
8880,102,0.55,-1.05,8.03,-0.11,-0.01,0.06,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:-0.000000,2924,pothole_mild
8881,102,0.01,0.07,8.95,-0.1,-0.01,0.07,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2929,pothole_mild
8882,102,0.74,0.55,8.55,-0.13,-0.06,0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2933,pothole_mild
8883,102,1.26,-0.57,9.47,-0.19,-0.08,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2937,pothole_mild
8884,102,1.92,-0.91,9.47,-0.15,0.05,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2942,pothole_mild
8885,102,-1.22,-0.74,11.79,-0.11,-0.02,0.04,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2946,pothole_mild
8886,102,-1.86,-0.66,10.54,-0.07,0.21,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2951,pothole_mild
8887,102,-0.99,-1.49,8.56,-0.06,-0.17,0.03,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2955,pothole_mild
8888,102,-1.58,-2.32,9.05,-0.01,0.02,0.06,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2959,pothole_mild
8889,102,-1.33,-2.13,7.93,-0.01,0.11,0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2964,pothole_mild
8890,102,-0.88,-2.04,6.28,0.05,0.01,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2968,pothole_mild
8891,102,-1.13,-1.06,5.26,0.03,-0.06,-0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2972,pothole_mild
8892,102,1.18,-1.03,3.17,0.02,-0.12,-0.07,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2976,pothole_mild
8893,102,0.86,-1.32,5.91,-0.02,0.22,-0.07,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2980,pothole_mild
8894,102,3.74,-0.81,4.68,0.1,-0.03,-0.07,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2984,pothole_mild
8895,102,1.87,-1.33,6.5,0.01,0.22,-0.07,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2988,pothole_mild
8896,102,2.25,-0.87,7.99,-0.06,0.23,-0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2993,pothole_mild
8897,102,2.26,-1.96,8.26,-0.07,0.22,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,2997,pothole_mild
8898,102,0.26,-2.21,11.24,-0.02,0.17,0.06,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3001,pothole_mild
8899,102,-1.36,-2.44,11.57,0.04,0.31,0.08,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3005,pothole_mild
8900,102,-2.98,-2.15,11.15,0.01,0.31,0.07,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3009,pothole_mild
8901,102,-3.22,-3.6,11.2,0.0,0.21,0.06,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3014,pothole_mild
8902,102,-2.16,-4.71,11.68,-0.01,0.0,0.06,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3018,pothole_mild
8903,102,-1.54,-3.85,11.38,0.08,0.3,0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3022,pothole_mild
8904,102,-2.03,-3.09,10.13,0.09,0.19,0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3027,pothole_mild
8905,102,-2.01,-3.09,9.64,0.08,-0.04,0.05,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3031,pothole_mild
8906,102,-1.63,-2.25,9.27,0.08,0.14,0.02,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3035,pothole_mild
8907,102,-0.64,-1.9,8.9,0.12,0.08,-0.01,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:1.695733,3040,pothole_mild
8908,102,-0.55,-1.6,9.14,0.1,0.02,-0.06,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3044,pothole_mild
8909,102,-0.48,-0.95,9.68,0.07,0.16,-0.15,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3048,pothole_mild
8910,102,-0.73,0.96,11.41,0.02,0.11,-0.19,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3053,pothole_mild
8911,102,0.74,0.54,11.15,0.01,0.0,-0.16,8.251689,7.395167,5.255589,0.75,01/26/2025 15:51:33:0.000000,3057,pothole_mild
8912,102,0.57,-0.85,11.72,-0.04,0.17,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3061,pothole_mild
8913,102,-1.65,-1.32,13.8,0.02,0.31,-0.03,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3066,pothole_mild
8914,102,-2.07,-0.81,13.11,0.09,0.19,0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3071,pothole_mild
8915,102,-1.79,-1.88,11.59,0.01,-0.04,0.0,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3075,pothole_mild
8916,102,-1.92,-2.39,13.11,0.0,0.23,0.0,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3079,pothole_mild
8917,102,-0.95,-3.15,11.86,0.06,0.12,0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3084,pothole_mild
8918,102,-1.68,-2.35,12.44,0.07,0.0,0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3088,pothole_mild
8919,102,-1.9,-0.27,12.9,0.02,0.27,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3092,pothole_mild
8920,102,-1.17,0.65,13.09,-0.05,-0.03,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3097,pothole_mild
8921,102,-1.34,1.57,14.58,-0.1,-0.06,-0.02,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3102,pothole_mild
8922,102,-1.62,1.13,14.99,-0.1,-0.03,-0.02,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3106,pothole_mild
8923,102,-2.32,0.51,14.14,-0.07,-0.18,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3110,pothole_mild
8924,102,-2.24,0.18,12.25,-0.02,-0.02,-0.02,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3115,pothole_mild
8925,102,-1.34,-1.44,9.45,-0.02,-0.16,-0.02,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3119,pothole_mild
8926,102,-2.77,-3.21,10.23,0.03,-0.23,-0.03,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3123,pothole_mild
8927,102,2.01,-3.23,6.36,0.13,-0.21,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3128,pothole_mild
8928,102,1.5,-2.91,5.68,0.14,-0.09,0.0,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3132,pothole_mild
8929,102,0.22,-2.21,6.78,0.11,0.09,0.0,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3137,pothole_mild
8930,102,0.45,-1.39,8.28,-0.01,0.06,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3141,pothole_mild
8931,102,0.45,-1.53,10.01,-0.08,0.09,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3145,pothole_mild
8932,102,-1.11,-1.89,12.26,-0.11,0.1,-0.02,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3150,pothole_mild
8933,102,-1.83,-2.52,12.62,-0.14,-0.06,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3154,pothole_mild
8934,102,-3.23,-3.07,14.28,-0.19,-0.03,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3158,pothole_mild
8935,102,-3.77,-2.41,16.18,-0.12,0.07,-0.03,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3163,pothole_mild
8936,102,-4.56,-1.53,14.8,-0.03,0.0,-0.02,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3167,pothole_mild
8937,102,-3.7,-0.45,12.14,-0.02,-0.31,-0.03,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3171,pothole_mild
8938,102,-2.32,-0.88,12.68,-0.06,-0.11,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3175,pothole_mild
8939,102,-0.95,-0.03,12.99,-0.06,-0.05,-0.05,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3180,pothole_mild
8940,102,1.05,0.26,11.32,-0.02,-0.14,-0.05,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3185,pothole_mild
8941,102,0.14,0.74,11.59,-0.1,-0.2,-0.17,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3189,pothole_mild
8942,102,1.88,2.05,9.72,-0.08,-0.13,-0.27,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3193,pothole_mild
8943,102,3.01,1.21,9.29,-0.14,-0.39,-0.26,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3198,pothole_mild
8944,102,-0.41,-2.04,10.37,-0.11,0.18,-0.16,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3203,pothole_mild
8945,102,0.07,-2.89,9.39,-0.01,0.0,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3207,pothole_mild
8946,102,-0.9,-1.23,8.16,0.1,-0.01,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3211,pothole_mild
8947,102,-1.25,0.6,6.77,0.14,-0.19,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3216,pothole_mild
8948,102,0.23,1.51,5.74,0.04,0.03,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3220,pothole_mild
8949,102,1.34,-0.48,7.73,-0.14,-0.07,-0.11,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3224,pothole_mild
8950,102,1.22,-3.36,11.94,-0.29,0.17,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3229,pothole_mild
8951,102,1.45,-4.91,14.2,-0.31,0.1,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3233,pothole_mild
8952,102,0.09,-3.89,15.34,-0.26,0.12,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3237,pothole_mild
8953,102,-1.91,-2.3,15.39,-0.2,-0.26,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3242,pothole_mild
8954,102,-0.33,-0.91,13.04,-0.19,-0.14,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3246,pothole_mild
8955,102,0.51,-1.32,11.04,-0.11,-0.18,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3250,pothole_mild
8956,102,-0.52,-0.53,12.68,-0.07,0.02,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3255,pothole_mild
8957,102,-3.76,-1.25,12.94,-0.05,-0.01,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3260,pothole_mild
8958,102,-2.09,-1.88,10.54,0.01,-0.12,-0.05,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3264,pothole_mild
8959,102,-0.78,-2.23,7.64,-0.02,-0.21,-0.07,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3268,pothole_mild
8960,102,0.33,-1.7,5.09,0.1,0.0,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3272,pothole_mild
8961,102,0.27,-0.46,4.51,0.03,-0.28,-0.18,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3277,pothole_mild
8962,102,1.36,0.26,3.01,-0.05,-0.13,-0.23,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3282,pothole_mild
8963,102,3.9,-0.22,3.71,-0.09,0.05,-0.23,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3286,pothole_mild
8964,102,-0.23,-1.04,10.47,-0.26,-0.25,-0.23,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3290,pothole_mild
8965,102,2.32,-1.18,9.9,-0.28,0.24,-0.19,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3295,pothole_mild
8966,102,0.89,-1.38,10.28,-0.14,0.07,-0.11,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3300,pothole_mild
8967,102,-0.78,-1.81,10.87,-0.12,0.01,-0.07,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3304,pothole_mild
8968,102,-1.4,-1.01,10.66,-0.13,0.25,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3308,pothole_mild
8969,102,0.57,-2.09,7.52,-0.1,-0.04,0.0,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3312,pothole_mild
8970,102,-0.77,-3.12,9.32,-0.18,0.06,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3317,pothole_mild
8971,102,0.4,-3.36,9.49,-0.19,0.04,-0.03,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3321,pothole_mild
8972,102,0.8,-2.95,10.22,-0.09,0.07,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3325,pothole_mild
8973,102,-0.79,-2.26,10.93,-0.1,0.03,-0.05,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3330,pothole_mild
8974,102,-0.98,-2.11,10.84,-0.07,0.0,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3334,pothole_mild
8975,102,-0.5,-2.23,9.4,-0.02,-0.03,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3338,pothole_mild
8976,102,0.07,-2.81,7.26,0.04,-0.06,-0.05,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3343,pothole_mild
8977,102,-0.53,-2.29,7.8,0.04,0.17,-0.05,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3348,pothole_mild
8978,102,-0.61,-1.89,8.28,0.04,0.06,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3352,pothole_mild
8979,102,0.37,-0.98,7.98,-0.01,-0.1,-0.05,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3356,pothole_mild
8980,102,-0.68,-1.44,9.34,-0.1,0.03,-0.07,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3361,pothole_mild
8981,102,0.19,-2.28,9.39,-0.13,0.02,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3365,pothole_mild
8982,102,0.72,-3.07,10.12,-0.16,0.09,-0.09,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3369,pothole_mild
8983,102,-0.61,-2.42,12.49,-0.16,0.08,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3374,pothole_mild
8984,102,-1.65,-1.28,13.58,-0.15,-0.07,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3379,pothole_mild
8985,102,-1.28,-0.98,13.64,-0.1,0.0,-0.07,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3383,pothole_mild
8986,102,0.66,-0.91,12.03,-0.07,-0.07,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3387,pothole_mild
8987,102,-1.57,-0.68,12.2,-0.03,-0.06,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3392,pothole_mild
8988,102,-0.62,-0.64,10.01,0.0,0.11,-0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3396,pothole_mild
8989,102,-0.05,-0.84,7.73,-0.01,-0.1,-0.13,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3400,pothole_mild
8990,102,0.06,-0.6,8.07,-0.04,0.11,-0.18,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3405,pothole_mild
8991,102,-1.17,-1.13,8.62,-0.07,0.2,-0.15,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3409,pothole_mild
8992,102,-0.66,-2.56,7.64,-0.03,-0.04,-0.12,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3413,pothole_mild
8993,102,0.21,-3.15,7.13,0.04,-0.07,-0.09,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3418,pothole_mild
8994,102,0.04,-2.18,6.21,0.04,0.08,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3422,pothole_mild
8995,102,-0.31,-0.57,6.38,0.01,0.01,-0.07,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3426,pothole_mild
8996,102,2.96,-0.5,5.94,-0.06,-0.1,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3431,pothole_mild
8997,102,3.79,-1.2,6.68,-0.16,0.1,-0.09,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3435,pothole_mild
8998,102,1.67,-0.52,9.97,-0.16,0.04,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3439,pothole_mild
8999,102,0.56,-0.01,12.4,-0.29,0.11,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3443,pothole_mild
9000,102,0.88,-0.94,12.74,-0.35,0.03,-0.11,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3448,pothole_mild
9001,102,-1.25,-1.94,15.78,-0.27,0.18,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3453,pothole_mild
9002,102,-0.31,-1.42,14.26,-0.16,0.09,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3457,pothole_mild
9003,102,-1.46,-2.11,12.17,-0.14,-0.13,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3461,pothole_mild
9004,102,-2.33,-1.99,11.14,-0.05,0.25,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3466,pothole_mild
9005,102,-0.47,-2.6,8.87,-0.08,0.07,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3471,pothole_mild
9006,102,-2.15,-2.86,9.5,0.0,0.12,-0.07,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3475,pothole_mild
9007,102,-1.23,-1.94,5.91,0.01,0.03,-0.09,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3480,pothole_mild
9008,102,-0.2,-1.65,4.1,0.09,-0.08,-0.11,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3484,pothole_mild
9009,102,0.3,-1.5,3.37,0.04,-0.11,-0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3488,pothole_mild
9010,102,2.43,-1.46,-0.05,0.08,-0.27,-0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3492,pothole_mild
9011,102,1.99,-1.08,-0.06,0.08,-0.03,0.0,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3496,pothole_mild
9012,102,3.19,-0.59,-2.53,0.11,-0.18,0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3501,pothole_mild
9013,102,4.07,-0.31,-0.27,0.13,0.55,0.06,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3505,pothole_mild
9014,102,-0.51,-1.24,5.27,-0.01,-0.05,0.04,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3510,pothole_mild
9015,102,2.68,-1.97,6.53,-0.19,0.53,-0.03,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3514,pothole_mild
9016,102,0.91,-2.78,10.57,-0.2,0.42,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3518,pothole_mild
9017,102,0.7,-3.55,11.73,-0.26,0.51,-0.12,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:-0.000000,3522,pothole_mild
9018,102,-1.22,-2.52,15.54,-0.21,0.5,-0.12,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3526,pothole_mild
9019,102,-0.17,-3.34,14.43,-0.2,0.0,-0.08,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3530,pothole_mild
9020,102,-0.06,-3.89,13.94,-0.01,-0.29,-0.01,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3534,pothole_mild
9021,102,3.99,-1.08,11.98,0.07,-0.56,0.07,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3539,pothole_mild
9022,102,0.75,-3.81,12.4,-0.16,0.51,0.12,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3543,pothole_mild
9023,102,-6.38,-3.14,13.89,0.15,0.02,0.11,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3548,pothole_mild
9024,102,-1.9,-1.02,8.73,0.14,-0.1,0.1,7.809267,7.395162,5.255661,0.75,01/26/2025 15:51:34:0.000000,3552,pothole_mild
